date,Actual,SARIMAX
2016-05-13 19:00:00,208.33333333333331,191.28608139106527
2016-05-13 20:00:00,120.0,149.68622465745887
2016-05-13 21:00:00,63.333333333333336,90.79234520116353
2016-05-13 22:00:00,55.0,51.33424490454735
2016-05-13 23:00:00,61.66666666666666,50.36448134247175
2016-05-14 00:00:00,58.333333333333336,35.45334211516271
2016-05-14 01:00:00,63.333333333333336,36.78411654877294
2016-05-14 02:00:00,60.0,37.18579011058742
2016-05-14 03:00:00,60.0,39.98562674503276
2016-05-14 04:00:00,60.0,50.035459229468614
2016-05-14 05:00:00,56.66666666666666,62.5547628433859
2016-05-14 06:00:00,63.333333333333336,79.80566051125487
2016-05-14 07:00:00,113.33333333333331,115.41862569175055
2016-05-14 08:00:00,133.33333333333334,138.45497826440598
2016-05-14 09:00:00,118.33333333333331,105.94029838821564
2016-05-14 10:00:00,158.33333333333334,105.44219054971009
2016-05-14 11:00:00,96.66666666666669,123.50282562098332
2016-05-14 12:00:00,116.66666666666669,114.50445141865345
2016-05-14 13:00:00,113.33333333333331,99.70308639906361
2016-05-14 14:00:00,106.66666666666669,104.57927993843182
2016-05-14 15:00:00,130.0,94.23810144748532
2016-05-14 16:00:00,111.66666666666669,131.09598211442886
2016-05-14 17:00:00,241.66666666666663,179.91554286965803
2016-05-14 18:00:00,166.66666666666666,170.96382058086184
2016-05-14 19:00:00,90.0,139.25378417412668
2016-05-14 20:00:00,86.66666666666667,114.81846412241055
2016-05-14 21:00:00,75.0,81.05451185079886
2016-05-14 22:00:00,61.66666666666666,70.86195580443801
2016-05-14 23:00:00,48.333333333333336,62.359179505876085
2016-05-15 00:00:00,53.333333333333336,62.30944107278225
2016-05-15 01:00:00,55.0,64.5689240241332
2016-05-15 02:00:00,51.66666666666666,62.95567609814988
2016-05-15 03:00:00,40.0,62.670529016853266
2016-05-15 04:00:00,51.66666666666666,63.091602597343154
2016-05-15 05:00:00,56.66666666666666,71.96766105765255
2016-05-15 06:00:00,51.66666666666666,80.23362491927135
2016-05-15 07:00:00,93.33333333333331,109.33694466263204
2016-05-15 08:00:00,118.33333333333331,126.52212872127748
2016-05-15 09:00:00,101.66666666666669,117.70256415227298
2016-05-15 10:00:00,108.33333333333331,128.2017999909572
2016-05-15 11:00:00,105.0,129.15991221289786
2016-05-15 12:00:00,96.66666666666669,124.3228609335569
2016-05-15 13:00:00,136.66666666666666,118.21648154075439
2016-05-15 14:00:00,88.33333333333333,112.8261639299899
2016-05-15 15:00:00,93.33333333333331,108.7207056421983
2016-05-15 16:00:00,143.33333333333334,133.6624589832923
2016-05-15 17:00:00,236.66666666666663,195.24049895797822
2016-05-15 18:00:00,98.33333333333331,192.6201571207649
2016-05-15 19:00:00,96.66666666666669,113.44829011565274
2016-05-15 20:00:00,246.66666666666663,89.90193826284782
2016-05-15 21:00:00,203.33333333333331,64.4717033817693
2016-05-15 22:00:00,86.66666666666667,54.21732327665053
2016-05-15 23:00:00,83.33333333333333,48.89211554944616
2016-05-16 00:00:00,61.66666666666666,44.24488228763357
2016-05-16 01:00:00,53.333333333333336,47.4305892844982
2016-05-16 02:00:00,56.66666666666666,48.33379120021003
2016-05-16 03:00:00,53.333333333333336,48.23061752925396
2016-05-16 04:00:00,55.0,50.00247767433581
2016-05-16 05:00:00,51.66666666666666,58.23930274629997
2016-05-16 06:00:00,53.333333333333336,66.92485512786662
2016-05-16 07:00:00,61.66666666666666,98.83033462329568
2016-05-16 08:00:00,88.33333333333333,117.78634540878629
2016-05-16 09:00:00,70.0,108.31962019128105
2016-05-16 10:00:00,148.33333333333334,118.52223369650422
2016-05-16 11:00:00,103.33333333333331,120.69960685774545
2016-05-16 12:00:00,206.66666666666663,115.38074483134127
2016-05-16 13:00:00,266.6666666666667,111.3317901295459
2016-05-16 14:00:00,88.33333333333333,104.88063571871545
2016-05-16 15:00:00,111.66666666666669,101.18344700497654
2016-05-16 16:00:00,88.33333333333333,128.56435741878113
2016-05-16 17:00:00,243.33333333333331,187.13054802069456
2016-05-16 18:00:00,155.0,168.60860326844144
2016-05-16 19:00:00,115.0,117.8924510566795
2016-05-16 20:00:00,96.66666666666669,119.72373525886107
2016-05-16 21:00:00,68.33333333333333,88.12702334696039
2016-05-16 22:00:00,46.66666666666666,71.2743405208582
2016-05-16 23:00:00,60.0,56.36404446735082
2016-05-17 00:00:00,50.0,52.37688252157207
2016-05-17 01:00:00,55.0,49.9616903592555
2016-05-17 02:00:00,51.66666666666666,51.062805786446376
2016-05-17 03:00:00,53.333333333333336,44.545057532331924
2016-05-17 04:00:00,53.333333333333336,42.410547900851384
2016-05-17 05:00:00,58.333333333333336,49.93435645650874
2016-05-17 06:00:00,56.66666666666666,62.11468775049687
2016-05-17 07:00:00,65.0,88.02763996597673
2016-05-17 08:00:00,56.66666666666666,105.25674725804237
2016-05-17 09:00:00,51.66666666666666,91.39374143990273
2016-05-17 10:00:00,53.333333333333336,110.1764475112247
2016-05-17 11:00:00,51.66666666666666,113.47266894887386
2016-05-17 12:00:00,53.333333333333336,116.99052072378674
2016-05-17 13:00:00,41.66666666666666,114.8879786927649
2016-05-17 14:00:00,53.333333333333336,100.60524286350793
2016-05-17 15:00:00,51.66666666666666,98.47138519844867
2016-05-17 16:00:00,66.66666666666667,125.13925248479615
2016-05-17 17:00:00,153.33333333333334,190.56120184770387
2016-05-17 18:00:00,100.0,170.04138634560405
2016-05-17 19:00:00,123.33333333333331,89.11632602500842
2016-05-17 20:00:00,118.33333333333331,87.61554834804522
2016-05-17 21:00:00,65.0,62.43987246149297
2016-05-17 22:00:00,46.66666666666666,53.918796598618684
2016-05-17 23:00:00,55.0,49.78299466270143
2016-05-18 00:00:00,51.66666666666666,49.16145797702387
2016-05-18 01:00:00,53.333333333333336,47.70175073815727
2016-05-18 02:00:00,55.0,50.567353157130725
2016-05-18 03:00:00,51.66666666666666,46.31062926029453
2016-05-18 04:00:00,51.66666666666666,48.8420212425423
2016-05-18 05:00:00,65.0,54.31191274086689
2016-05-18 06:00:00,70.0,64.32263090742765
2016-05-18 07:00:00,53.333333333333336,90.72820758067846
2016-05-18 08:00:00,61.66666666666666,109.19386025600268
2016-05-18 09:00:00,65.0,96.57348090774076
2016-05-18 10:00:00,58.333333333333336,109.37525849266228
2016-05-18 11:00:00,70.0,108.24539011942943
2016-05-18 12:00:00,56.66666666666666,110.3058045373721
2016-05-18 13:00:00,86.66666666666667,107.021502086293
2016-05-18 14:00:00,81.66666666666667,98.22664905328406
2016-05-18 15:00:00,83.33333333333333,93.26043832997354
2016-05-18 16:00:00,105.0,119.68490013808736
2016-05-18 17:00:00,118.33333333333331,187.7380039321216
2016-05-18 18:00:00,178.33333333333334,169.67084385451508
2016-05-18 19:00:00,143.33333333333334,115.82527371748252
2016-05-18 20:00:00,223.33333333333331,111.90790345839685
2016-05-18 21:00:00,81.66666666666667,74.033767791158
2016-05-18 22:00:00,51.66666666666666,51.818694254903036
2016-05-18 23:00:00,56.66666666666666,48.66021941947332
2016-05-19 00:00:00,51.66666666666666,50.649390868333086
2016-05-19 01:00:00,51.66666666666666,51.15712499200042
2016-05-19 02:00:00,50.0,49.79144302189458
2016-05-19 03:00:00,51.66666666666666,48.266363208498575
2016-05-19 04:00:00,56.66666666666666,49.046671778637034
2016-05-19 05:00:00,55.0,57.06140235393933
2016-05-19 06:00:00,58.333333333333336,64.85933940187323
2016-05-19 07:00:00,50.0,89.73068512332037
2016-05-19 08:00:00,53.333333333333336,106.1159706773852
2016-05-19 09:00:00,36.66666666666666,97.62985203576366
2016-05-19 10:00:00,55.0,108.55608343361978
2016-05-19 11:00:00,51.66666666666666,108.92514001883386
2016-05-19 12:00:00,55.0,104.34691023316361
2016-05-19 13:00:00,50.0,100.60688149685251
2016-05-19 14:00:00,63.333333333333336,86.05950072739456
2016-05-19 15:00:00,81.66666666666667,85.77797049355388
2016-05-19 16:00:00,90.0,112.99282788565203
